DATESTAMP,COLOR,HHID,UNIQUE_HHID,HAVEPHONE,SPOUSEMOBILE,NUMOTHERPHONES,PRIMARYCOOK,AGE,FUEL,KNOWLUNCH,LUNCHYESTERDAY,WOODLASTWEEK,WOODLASTMONTH,GATHERWOODWEEK,GATHERLASTMONTH,VEHICLE,STOVES,DECISIONS,NOTES,DATESURVEY,PARISH,DATE,GROUP,MAXBID,MAXBIDNOVEL,SALE_DATE,SERIALNUMBER,PAID_PRICE,GENDER,STATUS,INCOME,HOWPAID,MAINEMPLOYER,TIMEEMPLOYED,HAVEPHONE1,SPOUSEMOBILE1,COWS,HOWMANYCOWS,VEHICLE1,TV,RADIO,FUEL1,WOODLASTWEEK1,WOODLASTMONTH1,GATHERWOODWEEK1,GATHERLASTMONTH1,STOVES1,PRIMARYCOOK1,PRIMARYCOOK2,DECISIONS1,DECISIONS2,TYPICALNUMEATING,WINNING_AMOUNT,WIN_TRADITIONAL_OFFER,WIN_NOVEL_OFFER,DEPOSIT_ON_SALES_DAY,PAID_IN_FULL,BALANCE_DUE_AFTER_SALES_MEETING,TOTAL_COLLECTED,RETURNED,DEFAULT,PAYMENT_COMPLETE,AMOUNT_REFUNDED,NOTES_WINNERS,DATE_SALE,FORECASTED_COLLECTION,ACTUAL_COLLECTION,FEMALE,HAVEPHONE2,VEHICLE_DISCRETE,BICYCLE_DUMMY,CAR_DUMMY,MOTORCYCLE_DUMMY,RADIO_DUMMY,BUYWOOD_DUMMY,GATHERWOOD_DUMMY,RESPONDENT_PRIMARY_COOK,HH_PHONES,WOOD,MARRIED1,MARRIED,TIME_EMPLOYED,WIFECOOK,JOINTDECISION,TSF_PRIMARY,SELFEMPLOYED
2/8/12 16:41,Yellow,P,40,Yes,Yes but I don`t know the phone number,,Respondent,45,Wood,Yes,3,No,No,Yes,Yes,Bicycle,Built-in Mud Stove,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Improves Health,40000,40000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
2/8/12 15:21,Pink,Z,64,No,Yes I can enter the phone number,,Respondent,24,Wood,Yes,2,No,No,Yes,Yes,Bicycle,Charcoal Stove,Spouse,no,8-Feb-12,Bujaga,2/8/12,"Time, Money and Health",40000,60000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
2/8/12 14:41,Orange,L,26,Yes,Yes I can enter the phone number,,Spouse,52,Wood,No,,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Saves Time and Money,10000,20000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
2/8/12 15:06,Orange,T,47,Yes,Yes I can enter the phone number,,Spouse,51,Wood,Yes,6,No,Yes,Yes,Yes,Bicycle,Charcoal Stove,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Saves Time and Money,10000,20000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,Yes,Yes,Yes,Charcoal Stove,Spouse,Husband,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1
2/8/12 15:31,Pink,V,54,Yes,Yes I can enter the phone number,,Respondent,42,Wood,Yes,10,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,8-Feb-12,Bujaga,2/8/12,"Time, Money and Health",10000,30000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/8/12 15:42,White,Q,42,Yes,,,Respondent,53,Wood,Yes,7,No,No,Yes,Yes,Bicycle,Kerosene Stove,Respondent,Ok,8-Feb-12,Bujaga,2/8/12,No Message,4000,4000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Other,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1
2/8/12 16:25,Orange,P,37,Yes,Yes I can enter the phone number,,Respondent,21,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Saves Time and Money,5000,20000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0
2/8/12 15:35,White,E,14,No,,,Respondent,65,Wood,Yes,1,No,No,Yes,Yes,None,None,Respondent,She was divorced because of barren ness,8-Feb-12,Bujaga,2/8/12,No Message,15000,,,,,Female,Divorced or Separated,Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1
2/8/12 16:32,Pink,N,30,Yes,Yes I can enter the phone number,1,Spouse,67,Wood,Yes,3,No,No,Yes,Yes,Bicycle,Charcoal Stove,Respondent & Spouse Jointly,no,8-Feb-12,Bujaga,2/8/12,"Time, Money and Health",50000,80000,,,,Male,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0
2/8/12 16:52,Yellow,X,59,No,No,,Respondent,70,Wood,Yes,4,No,No,Yes,Yes,None,None,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Improves Health,20000,20000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,Seasonal,Participant does not own phone,Spouse does not own phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0
2/8/12 17:10,White,S,45,Yes,,4,Other,31,Wood,Yes,7,No,No,Yes,No,Bicycle,None,Respondent,,8-Feb-12,Bujaga,2/8/12,No Message,20000,8000,,,,Male,Single (never married),Yes,Cash only,Non-family member,All year,Participant owns phone,,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,No,None,Other,Other,Respondent,Husband,Yes,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0
2/8/12 15:13,Yellow,E,15,No,Yes but I don`t know the phone number,,Respondent,47,Wood,Yes,4,No,Yes,Yes,No,Bicycle,Built-in Mud Stove,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Improves Health,80000,60000,2/8/12,EG1JO85189,70000,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,Yes,Yes,No,Built-in Mud Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,70000,1,0,10000,0,60000,70000,0,0,1,0,,8-Feb-12,15-Feb-12,16-Feb-12,1,0,Bicycle,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
2/8/12 14:19,Yellow,Z,65,Yes,No,,Spouse,52,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Improves Health,30000,35000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
2/8/12 16:36,Pink,A,1,No,Yes I can enter the phone number,,Respondent,30,Wood,Yes,5,Yes,No,Yes,Yes,Bicycle,None,Spouse,no,8-Feb-12,Bujaga,2/8/12,"Time, Money and Health",10000,10000,,,,Female,Married (monogamous),No,,,,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
2/8/12 15:52,Orange,V,53,Yes,Yes I can enter the phone number,,Respondent,30,Wood,Yes,7,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,8-Feb-12,Bujaga,2/8/12,Saves Time and Money,20000,30000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
2/8/12 14:42,Pink,T,48,Yes,Yes I can enter the phone number,,Spouse,69,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,8-Feb-12,Bujaga,2/8/12,"Time, Money and Health",10000,20000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
2/8/12 14:06,Orange,B,4,No,,,Children,90,Wood,No,,I don`t know,I don`t know,Yes,Yes,None,None,Other- DO NOT SPECIFY,none,8-Feb-12,Bujaga,2/8/12,Saves Time and Money,,,,,,Male,Widow or Widower,No,,,,Participant does not own phone,,No,,None,No,Yes,Wood,,,Yes,Yes,None,Children,Children,Other,Other,,,,,,,,,,,,,,,,,0,0,None,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2/8/12 15:07,Yellow,H,19,Yes,,,Respondent,30,Wood,Yes,1,No,No,Yes,Yes,None,None,Respondent,none,8-Feb-12,Bujaga,2/8/12,Improves Health,30000,20000,,,,Female,Widow or Widower,Yes,Cash only,Non-family member,All year,Participant owns phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0
2/8/12 17:14,White,N,31,Yes,,,Other,27,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Respondent,Ok,8-Feb-12,Bujaga,2/8/12,No Message,70000,100000,,,,Male,Single (never married),Yes,Cash only,Non-family member,All year,Participant owns phone,,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Other,Other,Respondent,Husband,Yes,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
2/8/12 15:41,Yellow,N,32,Yes,Yes but I don`t know the phone number,,Respondent,30,Wood,Yes,4,Yes,Yes,No,No,Bicycle,None,Spouse,none,8-Feb-12,Bujaga,,,,,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,No,No,None,Respondent,Wife,Spouse,Husband,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
2/8/12 16:36,White,Y,62,No,No,,Respondent,49,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,Ok,8-Feb-12,Bujaga,2/8/12,No Message,10000,12000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse does not own phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Husband,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,0,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1
2/8/12 16:28,White,D,10,Yes,,,Respondent,38,Wood,Yes,2,No,No,Yes,Yes,None,None,Respondent,Ok,8-Feb-12,Bujaga,2/8/12,No Message,20000,30000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,Yes,0-5 cows,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1
2/24/12 13:59,White,A,2,Yes,No,,Spouse,82,Wood,Yes,4,No,No,Yes,Yes,Car,None,Respondent,Namx,24-Feb-12,Bujaga,,,,,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,Yes,I don't know,Car,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent,Husband,Yes,,,,,,,,,,,,,,,,0,1,Car,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1
2/16/12 10:39,Orange,G,85,Yes,No,,Spouse,53,Wood,No,,Yes,No,Yes,Yes,Bicycle,Charcoal Stove,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Saves Time and Money,15000,15000,,,,Male,Married (monogamous),Yes,Cash only,Non-family member,Seasonal,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,Yes,No,Yes,Yes,Charcoal Stove,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0
2/16/12 10:36,White,H,89,Yes,,1,Respondent,19,Wood,Yes,3,Yes,Yes,No,No,None,None,Other- DO NOT SPECIFY,ok,16-Feb-12,Bukiro,2/16/12,No Message,5000,10000,,,,Female,Single (never married),No,,,,Participant owns phone,,No,,None,No,Yes,Wood,Yes,Yes,No,No,None,Respondent,Wife,Other,Other,No we had less than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,1,0,1,2,1,0,0,0,1,0,1,0
2/16/12 10:08,Pink,Y,130,Yes,,,Respondent,40,Wood,Yes,7,No,No,Yes,Yes,Bicycle,Charcoal Stove,Respondent,no,16-Feb-12,Bukiro,2/16/12,"Time, Money and Health",10000,15000,,,,Female,Divorced or Separated,Yes,Cash only,Self-employed,All year,Participant owns phone,,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,2,1,0,0,1,1,0,0,1
2/16/12 11:05,Yellow,T,118,Yes,No,1,Spouse,26,Wood,Yes,4,No,No,Yes,Yes,Bicycle|Motorcycle,None,Respondent,none,16-Feb-12,Bukiro,2/16/12,Improves Health,15000,20000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,Motorcycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent,Husband,Yes,,,,,,,,,,,,,,,,0,1,Bicycle|Motorcycle,1,0,1,1,0,1,0,2,1,1,1,1,1,0,1,1
2/16/12 10:56,Yellow,B,70,Yes,Yes I can enter the phone number,,Respondent,38,Wood,Yes,4,Yes,Yes,No,No,Bicycle,None,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Improves Health,50000,50000,2/16/12,EG1JO84182,50000,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,No,No,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,50000,1,0,5000,0,45000,50000,0,0,1,0,,16-Feb-12,23-Feb-12,29-Mar-12,1,1,Bicycle,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
2/16/12 10:39,Yellow,K,96,Yesnonumber,,,Respondent,60,Wood,Yes,5,No,No,Yes,Yes,None,None,Respondent,none,16-Feb-12,Bukiro,2/16/12,Improves Health,50000,80000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had more than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1
2/16/12 11:14,Yellow,U,121,No,No,,Spouse,42,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Improves Health,20000,10000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,0,0,Bicycle,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
2/16/12 11:54,Yellow,F,83,Yes,,,Respondent,40,Wood,Yes,4,No,No,Yes,Yes,None,None,Respondent,none,16-Feb-12,Bukiro,2/16/12,Improves Health,22000,20000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had more than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1
2/16/12 10:30,Yellow,D,76,Yes,Yes I can enter the phone number,,Respondent,46,Wood,Yes,10,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Improves Health,20000,20000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/16/12 12:43,Pink,U1,122,No,Yes but I don`t know the phone number,,Respondent,51,Wood,Yes,5,No,No,Yes,Yes,Bicycle|Motorcycle,Built-in Mud Stove,Respondent,good,16-Feb-12,Bukiro,2/16/12,Improves Health,5000,20000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,Yes,6-10 cows,Motorcycle,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle|Motorcycle,1,0,1,1,0,1,1,2,1,1,1,0,1,0,0,1
2/16/12 10:25,White,X,128,Yes,No,,Spouse,30,Wood,Yes,1,No,No,No,No,Motorcycle,None,Respondent & Spouse Jointly,ok,16-Feb-12,Bukiro,2/16/12,No Message,10000,20000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,Motorcycle,No,Yes,Wood,No,No,No,No,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,0,1,Motorcycle,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
2/16/12 10:30,White,N,103,No,,,Respondent,60,Wood,Yes,5,Yes,Yes,Yes,No,None,None,Respondent,ok,16-Feb-12,Bukiro,2/16/12,No Message,,20000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,,No,,None,No,Yes,Wood,Yes,Yes,Yes,No,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1
2/16/12 11:31,White,F,82,Yes,No,,Respondent,30,Wood,Yes,2,Yes,Yes,No,No,None,Charcoal Stove,Respondent,ok,16-Feb-12,Bukiro,2/16/12,No Message,5000,20000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse does not own phone,Yes,0-5 cows,None,No,Yes,Wood,Yes,Yes,No,No,Charcoal Stove,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1
2/16/12 13:48,Orange,N1,105,Yes,Yes I can enter the phone number,,Spouse,57,Wood,Yes,5,No,No,Yes,Yes,Motorcycle,Built-in Mud Stove,Respondent & Spouse Jointly,he is an agricultural officer,16-Feb-12,Bukiro,2/16/12,"Time, Money and Health",4000,4000,,,,Male,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse owns phone,Yes,16 or more,Motorcycle,Yes,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,0,1,Motorcycle,0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0
2/16/12 10:16,Orange,H,87,Yes,Yes I can enter the phone number,,Spouse,43,Wood,No,,Yes,Yes,No,Yes,None,None,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Saves Time and Money,20000,20000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,None,No,Yes,Wood,Yes,Yes,No,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,None,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
2/16/12 10:57,White,T,117,No,Yes but I don`t know the phone number,,Spouse,30,Wood,No,,No,Yes,Yes,Yes,None,None,Respondent & Spouse Jointly,ok,16-Feb-12,Bukiro,2/16/12,No Message,10000,10000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse owns phone,No,,None,No,Yes,Wood,No,Yes,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,0,None,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
2/16/12 10:44,Orange,N,102,Yes,Yes I can enter the phone number,,Children,40,Wood,No,,Yes,Yes,No,Yes,Bicycle,None,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Saves Time and Money,2500,10000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,No,Yes,None,Children,Children,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0
2/16/12 9:53,Orange,Y,129,Yes,Yes I can enter the phone number,,Respondent,28,Wood,Yes,4,Yes,Yes,No,No,None,Charcoal Stove,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Saves Time and Money,10000,15000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,None,No,Yes,Wood,Yes,Yes,No,No,Charcoal Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1
2/16/12 10:27,Orange,K,95,Yes,Yes I can enter the phone number,,Spouse,34,Wood,No,,No,Yes,Yes,Yes,None,Charcoal Stove,Respondent,none,16-Feb-12,Bukiro,2/16/12,Saves Time and Money,50000,80000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,Yes,0-5 cows,None,No,Yes,Wood,No,Yes,Yes,Yes,Charcoal Stove,Spouse,Wife,Respondent,Husband,,,,,,,,,,,,,,,,,0,1,None,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1
2/16/12 10:59,Yellow,E,79,No,,,Respondent,40,Wood,Yes,1,No,No,Yes,Yes,None,None,Respondent,none,16-Feb-12,Bukiro,2/16/12,Improves Health,15000,15000,,,,Female,Divorced or Separated,No,,,,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0
2/16/12 11:07,Orange,L,97,No,No,,Spouse,56,Wood,No,,Yes,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,16-Feb-12,Bukiro,2/16/12,Saves Time and Money,15000,10000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,Yes,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,0,Bicycle,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1
2/16/12 10:12,White,D,75,Yes,,1,Respondent,54,Wood,Yes,12,Yes,Yes,Yes,Yes,Bicycle|Motorcycle,Kerosene Stove,Respondent,ok,16-Feb-12,Bukiro,2/16/12,No Message,10000,10000,,,,Female,Divorced or Separated,Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,Yes,0-5 cows,Motorcycle,No,Yes,Wood,Yes,Yes,Yes,Yes,Other,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle|Motorcycle,1,0,1,1,1,1,1,2,1,0,0,1,1,0,0,1
